taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6,pathBTS6,pathBTS2,pathBTS4,pathBTS5,lon,pathBTS3,pathBTS1,pontoId,lat
1,1,2,1,1,1,105.223333333333,110.056666666667,113.79,125.59,-34.897789,116.923333333333,95.7233333333333,1500,-8.069834
1,2,5,2,0,1,134.74,132.215,120.715,125.865,-34.885162,132.565,119.515,2571,-8.064897
0,1,2,1,1,0,104.49,116.523333333333,114.456666666667,124.89,-34.897316,115.39,102.456666666667,2014,-8.068492
1,0,3,0,1,2,135.023333333333,137.94,117.506666666667,126.54,-34.890266,123.123333333333,96.0233333333333,593,-8.074225
0,1,2,1,1,1,108.79,116.94,115.24,125.09,-34.897194,119.34,98.19,1376,-8.070224
1,0,2,0,2,2,139.356666666667,106.19,123.956666666667,129.173333333333,-34.895985,130.54,124.24,215,-8.0764
0,1,3,1,1,1,116.623333333333,126.723333333333,115.423333333333,106.09,-34.89426,115.99,109.256666666667,1469,-8.069919
0,1,3,1,1,1,133.956666666667,130.356666666667,106.756666666667,108.19,-34.890656,126.19,99.2566666666667,837,-8.072806
2,1,1,1,2,2,137.156666666667,120.023333333333,131.29,136.023333333333,-34.900131,119.623333333333,122.156666666667,467,-8.075096
0,1,2,1,1,1,110.49,113.39,109.69,121.44,-34.897339,112.04,110.39,1499,-8.069836
2,1,1,1,2,2,140.056666666667,108.156666666667,133.29,140.756666666667,-34.899811,121.39,121.39,272,-8.076153
1,1,1,1,2,2,138.423333333333,124.656666666667,124.69,142.79,-34.900433,118.523333333333,122.356666666667,630,-8.074041
1,0,2,0,2,2,132.24,124.04,108.94,122.04,-34.89362,128.59,115.64,362,-8.075659
0,0,3,0,1,1,132.056666666667,114.456666666667,98.5233333333333,106.523333333333,-34.892029,117.09,106.59,1053,-8.071995
0,0,2,0,1,1,122.956666666667,130.556666666667,107.656666666667,118.49,-34.893745,109.59,98.1566666666667,974,-8.072412
1,2,3,2,1,0,116.156666666667,105.59,132.756666666667,128.556666666667,-34.894852,130.756666666667,139.156666666667,2745,-8.063558
0,1,2,1,1,0,98.8233333333333,108.723333333333,93.09,111.256666666667,-34.896542,105.023333333333,109.923333333333,1803,-8.069028
2,0,1,0,2,2,136.856666666667,79.7566666666667,118.39,129.223333333333,-34.8988,122.923333333333,120.223333333333,59,-8.077353
0,1,2,1,1,0,105.656666666667,115.69,107.923333333333,124.856666666667,-34.897255,112.423333333333,111.09,1943,-8.068651
2,1,1,1,2,2,136.623333333333,114.223333333333,129.823333333333,138.89,-34.900166,124.99,121.29,470,-8.075055
1,0,2,0,1,1,137.023333333333,96.1566666666667,87.19,124.756666666667,-34.89666,123.89,107.09,841,-8.072798
0,1,4,1,0,1,133.315,134.24,117.29,107.365,-34.88966,132.965,121.09,2034,-8.068439
0,1,3,1,0,1,135.49,133.69,113.115,103.665,-34.88961,134.94,123.615,1832,-8.068935
0,1,4,1,0,1,126.423333333333,133.023333333333,127.723333333333,107.99,-34.888584,133.423333333333,109.99,1823,-8.06897
0,0,3,0,1,1,133.29,125.39,104.023333333333,91.6233333333333,-34.892223,125.89,113.79,1063,-8.071929
1,1,1,1,2,1,125.456666666667,125.456666666667,127.49,133.056666666667,-34.900925,122.423333333333,122.256666666667,1383,-8.070183
2,3,3,3,3,2,132.89,135.69,127.49,135.14,-34.905396,127.24,137.14,2930,-8.060549
1,1,1,1,2,1,133.123333333333,132.39,129.423333333333,137.623333333333,-34.900906,123.123333333333,120.69,1327,-8.070457
2,0,1,0,2,2,135.956666666667,90.2566666666667,130.423333333333,123.456666666667,-34.898937,124.99,122.356666666667,45,-8.077393
1,0,3,0,1,2,141.74,128.49,108.04,122.64,-34.89249,128.99,118.59,438,-8.075328
0,1,4,1,0,1,126.74,130.29,124.64,104.89,-34.888191,122.19,120.69,1761,-8.069155
0,1,2,1,1,1,121.29,119.29,110.623333333333,130.223333333333,-34.896839,122.29,95.1566666666667,1200,-8.070891
1,0,2,0,2,2,138.49,119.89,110.79,122.34,-34.893562,123.64,116.89,360,-8.075677
0,1,3,1,0,1,125.19,136.356666666667,122.323333333333,109.09,-34.89024,134.656666666667,128.49,2072,-8.068172
1,0,2,0,1,1,134.556666666667,91.2233333333333,90.29,129.39,-34.896717,124.59,105.723333333333,901,-8.07258
1,0,2,0,2,2,136.74,115.94,107.84,122.14,-34.894474,122.29,109.79,307,-8.075966
0,2,3,2,1,0,124.19,107.14,134.69,126.39,-34.894684,122.94,136.94,2695,-8.063835
1,1,1,1,2,1,122.923333333333,122.756666666667,117.79,132.39,-34.900795,112.99,120.556666666667,1130,-8.071355
2,1,1,1,2,2,143.323333333333,107.69,129.99,137.89,-34.899715,125.556666666667,121.29,187,-8.076449
0,1,3,1,0,1,132.056666666667,131.023333333333,110.29,104.456666666667,-34.889595,131.79,123.99,1786,-8.069087
1,3,4,3,0,1,137.99,124.39,127.123333333333,134.823333333333,-34.888229,139.69,127.09,2847,-8.062386
0,1,3,1,1,1,100.556666666667,123.623333333333,109.156666666667,115.623333333333,-34.893436,118.856666666667,102.49,1356,-8.070341
2,1,1,1,3,2,137.423333333333,111.023333333333,132.056666666667,132.323333333333,-34.899395,118.156666666667,124.99,63,-8.077338
1,2,4,2,0,1,131.823333333333,134.556666666667,121.956666666667,119.99,-34.886417,134.19,119.023333333333,2518,-8.065325
1,0,3,0,1,2,146.923333333333,121.89,95.8566666666667,126.69,-34.890205,128.39,106.123333333333,525,-8.074585
1,0,2,0,1,1,134.156666666667,120.556666666667,106.123333333333,118.99,-34.895462,92.09,101.023333333333,819,-8.072894
1,1,2,1,1,1,96.9233333333333,106.456666666667,97.7233333333333,127.323333333333,-34.898205,119.19,96.9566666666667,1927,-8.068686
2,3,3,3,2,1,118.09,114.94,130.39,131.99,-34.901802,133.84,128.04,2872,-8.062199
1,0,2,0,2,2,135.815,101.64,112.49,129.415,-34.895451,129.515,113.39,231,-8.076347
1,0,2,0,1,1,120.956666666667,109.056666666667,93.89,119.556666666667,-34.896248,122.29,109.59,927,-8.07253
2,0,1,0,3,2,135.123333333333,110.89,138.29,135.823333333333,-34.899319,130.923333333333,127.59,5,-8.077547
1,1,1,1,2,1,126.49,123.54,125.99,138.24,-34.900925,116.49,130.69,1353,-8.070358
0,1,2,1,1,1,112.056666666667,117.656666666667,110.223333333333,121.89,-34.89706,118.09,89.99,1328,-8.070457
0,2,3,2,0,0,115.656666666667,117.356666666667,127.656666666667,110.823333333333,-34.893929,125.79,133.056666666667,2526,-8.065247
0,1,3,1,1,0,107.99,121.223333333333,117.39,128.923333333333,-34.896301,117.356666666667,114.29,2239,-8.066875
0,0,3,0,1,1,129.14,118.99,95.14,101.19,-34.892288,126.14,109.59,1001,-8.072315
0,2,3,2,0,0,113.94,120.19,115.24,125.99,-34.893085,131.64,135.09,2548,-8.065042
1,0,3,0,1,2,144.623333333333,122.39,95.2566666666667,122.09,-34.891991,131.256666666667,110.19,458,-8.075171
1,0,2,0,2,1,133.54,106.99,100.14,120.29,-34.896519,102.64,99.64,733,-8.073227
1,0,2,0,2,2,136.723333333333,92.2566666666667,121.623333333333,129.756666666667,-34.895878,127.69,115.49,220,-8.076391
1,1,2,1,1,1,118.956666666667,115.856666666667,111.523333333333,128.623333333333,-34.896938,118.256666666667,104.123333333333,1169,-8.071103
0,0,2,0,1,1,129.123333333333,121.49,104.423333333333,111.623333333333,-34.894852,103.223333333333,107.823333333333,871,-8.07265
0,1,3,1,0,0,95.0233333333333,114.723333333333,128.256666666667,118.923333333333,-34.893074,130.023333333333,133.756666666667,2308,-8.066401
1,1,2,1,1,1,100.24,113.34,113.89,121.69,-34.898678,115.89,110.99,1642,-8.069464
1,1,1,1,2,2,134.523333333333,115.056666666667,123.09,137.69,-34.900211,123.656666666667,115.323333333333,493,-8.074822
0,1,2,1,1,1,117.54,110.04,103.74,126.14,-34.896873,116.24,108.74,1298,-8.070557
0,1,3,1,1,1,106.29,123.49,103.84,106.79,-34.892719,120.74,107.19,1234,-8.070758
2,1,1,1,2,2,140.223333333333,116.89,137.99,137.69,-34.899841,119.29,123.99,297,-8.076015
0,2,3,2,0,0,117.99,118.123333333333,134.223333333333,132.023333333333,-34.893661,124.99,134.356666666667,2635,-8.064201
1,2,4,2,0,1,139.24,136.415,124.29,117.39,-34.88821,131.815,122.515,2370,-8.065882
1,0,3,0,1,2,135.856666666667,138.99,118.09,121.69,-34.890209,122.89,101.09,564,-8.074375
1,0,2,0,1,1,128.656666666667,115.623333333333,109.29,120.923333333333,-34.896069,120.956666666667,99.7566666666667,861,-8.072695
1,3,4,3,0,1,135.59,124.256666666667,126.823333333333,136.156666666667,-34.888191,140.09,124.923333333333,2860,-8.062314
1,0,2,0,2,1,115.79,105.823333333333,99.1233333333333,124.623333333333,-34.896591,118.29,95.6233333333333,777,-8.073061
0,1,2,1,1,1,120.723333333333,118.656666666667,109.89,125.356666666667,-34.896881,121.923333333333,93.69,1185,-8.070992
1,2,3,2,1,0,107.49,106.59,96.4233333333333,125.39,-34.897045,120.723333333333,124.456666666667,2547,-8.06505
0,1,4,1,0,1,132.09,135.24,127.44,115.04,-34.888077,132.34,130.94,1705,-8.069285
1,0,3,0,2,2,134.89,129.556666666667,108.523333333333,118.89,-34.89291,129.523333333333,114.39,413,-8.075448
0,2,3,2,1,0,121.523333333333,113.423333333333,133.656666666667,129.423333333333,-34.894512,128.19,137.756666666667,2659,-8.064014
2,1,1,1,2,2,138.99,115.79,134.94,130.84,-34.899559,115.99,118.89,130,-8.07688
0,1,2,1,1,1,119.29,105.556666666667,99.0566666666667,125.423333333333,-34.896801,115.423333333333,103.356666666667,1340,-8.070416
1,1,1,1,2,2,135.19,105.04,114.34,144.54,-34.900387,119.74,122.99,606,-8.074184
0,2,4,2,0,1,129.023333333333,128.656666666667,133.523333333333,113.49,-34.889534,137.223333333333,137.323333333333,2521,-8.065303
1,2,4,2,0,1,139.115,127.84,125.715,131.39,-34.888702,135.59,121.065,2778,-8.063228
0,1,3,1,0,1,130.556666666667,126.023333333333,111.223333333333,97.39,-34.890396,127.69,123.556666666667,2137,-8.067663
0,2,4,2,0,1,139.89,134.44,122.64,92.04,-34.889225,132.29,124.04,2333,-8.06621
1,2,4,2,0,1,133.023333333333,133.29,128.023333333333,125.323333333333,-34.886181,134.556666666667,127.69,2528,-8.065239
1,3,4,3,0,1,144.99,128.99,141.815,140.465,-34.88792,137.59,135.19,2866,-8.062255
1,2,5,2,0,1,140.065,138.565,125.015,140.415,-34.885788,135.29,121.39,2658,-8.064017
0,1,4,1,0,1,127.665,130.515,126.94,112.34,-34.888153,130.415,113.765,1756,-8.069174
0,1,2,1,1,0,105.84,110.59,103.29,117.09,-34.896622,108.29,101.89,2046,-8.068363
1,3,4,3,0,1,144.623333333333,132.623333333333,137.923333333333,143.523333333333,-34.887165,136.323333333333,136.156666666667,2807,-8.062873
2,3,3,3,2,1,129.39,110.49,136.84,126.14,-34.90205,135.99,137.94,2883,-8.061679
1,2,4,2,0,1,135.756666666667,123.256666666667,130.256666666667,133.756666666667,-34.888439,139.156666666667,121.256666666667,2821,-8.062721
0,1,3,1,0,1,125.515,134.94,121.29,109.465,-34.890297,128.39,127.915,2080,-8.068105
1,0,2,0,2,2,135.19,113.14,120.19,121.54,-34.896282,132.14,124.14,420,-8.075429
1,0,2,0,1,1,133.523333333333,93.69,86.9233333333333,124.656666666667,-34.896675,124.756666666667,106.423333333333,853,-8.072738
0,1,3,1,0,1,117.79,133.823333333333,118.156666666667,85.59,-34.891041,130.19,130.456666666667,1916,-8.068711
0,1,3,1,0,0,116.14,138.24,109.64,115.89,-34.89196,122.99,108.99,2067,-8.068199
0,1,2,1,1,0,112.29,118.59,107.54,124.54,-34.896946,113.49,110.89,1987,-8.068569
0,1,3,1,1,1,108.39,119.19,106.04,100.84,-34.893658,117.64,102.44,1375,-8.07023
1,2,4,2,0,1,139.923333333333,135.523333333333,125.956666666667,118.456666666667,-34.88829,130.49,123.156666666667,2368,-8.0659
2,2,3,2,2,1,126.44,128.89,127.29,127.49,-34.901348,133.54,140.44,2795,-8.06301
1,1,1,1,2,2,135.29,114.356666666667,124.523333333333,139.123333333333,-34.900291,117.323333333333,119.756666666667,541,-8.074502
0,1,2,1,1,1,117.223333333333,99.9233333333333,89.9566666666667,113.156666666667,-34.896412,114.59,110.423333333333,1597,-8.069582
2,1,1,1,2,2,141.89,111.39,130.59,140.356666666667,-34.899742,121.49,124.756666666667,222,-8.076383
1,1,1,1,2,1,123.523333333333,129.123333333333,129.09,133.49,-34.900814,116.956666666667,125.023333333333,1483,-8.069884
1,0,2,0,1,1,128.54,100.09,95.04,114.29,-34.896408,118.34,109.44,793,-8.072953
1,2,3,2,1,0,105.923333333333,96.3233333333333,96.8566666666667,125.256666666667,-34.897007,123.156666666667,122.69,2524,-8.065285
1,0,2,0,2,1,123.89,99.3233333333333,94.29,129.723333333333,-34.896557,123.156666666667,99.9233333333333,758,-8.073155
0,1,3,1,0,1,122.423333333333,136.09,112.423333333333,108.956666666667,-34.890915,124.323333333333,113.623333333333,1630,-8.069501
0,1,3,1,1,0,95.1566666666667,124.49,129.423333333333,125.856666666667,-34.894707,127.623333333333,129.723333333333,2243,-8.066847
1,1,2,1,1,1,106.223333333333,116.323333333333,103.923333333333,123.556666666667,-34.899055,115.99,117.156666666667,2027,-8.068457
1,0,2,0,1,1,134.256666666667,99.6233333333333,96.2566666666667,124.023333333333,-34.896431,126.056666666667,116.556666666667,838,-8.072803
0,1,3,1,0,1,106.056666666667,132.456666666667,114.79,102.923333333333,-34.890842,124.256666666667,108.723333333333,1601,-8.069568
1,0,2,0,2,2,137.44,112.39,119.09,129.14,-34.896286,131.84,126.19,423,-8.075425
1,1,1,1,2,2,140.123333333333,125.156666666667,127.823333333333,137.723333333333,-34.900291,100.59,117.023333333333,512,-8.074667
0,2,3,2,1,0,112.39,115.19,132.023333333333,124.923333333333,-34.894279,129.29,132.856666666667,2600,-8.064588
0,0,3,0,1,1,130.89,264.834935080618,100.723333333333,97.09,-34.892124,125.79,108.356666666667,1096,-8.071647
1,1,1,1,2,2,133.69,101.256666666667,115.923333333333,134.023333333333,-34.899673,97.3233333333333,118.59,619,-8.074105
0,1,3,1,0,0,102.423333333333,121.023333333333,127.456666666667,123.823333333333,-34.894165,127.19,125.656666666667,2182,-8.067151
1,1,2,1,1,1,103.365,113.24,115.065,119.49,-34.897598,116.64,105.59,1474,-8.069911
0,1,3,1,0,1,129.023333333333,139.256666666667,121.323333333333,106.59,-34.891273,129.356666666667,104.723333333333,1685,-8.069346
1,3,4,3,0,1,143.29,138.19,142.856666666667,142.556666666667,-34.887211,139.59,137.89,2809,-8.062839
0,2,3,2,1,0,119.456666666667,110.49,131.423333333333,126.423333333333,-34.894444,131.89,135.123333333333,2667,-8.063982
1,2,2,2,2,1,130.556666666667,128.523333333333,122.723333333333,133.49,-34.90144,131.99,138.89,2740,-8.063583
0,2,3,2,1,0,103.44,112.59,115.99,124.34,-34.896355,130.14,120.24,2346,-8.066086
0,1,3,1,0,1,130.356666666667,137.523333333333,120.39,106.99,-34.891144,122.456666666667,104.49,1656,-8.06942
1,0,2,0,2,2,133.756666666667,128.923333333333,113.156666666667,128.023333333333,-34.893829,130.49,121.756666666667,344,-8.075765
1,2,4,2,0,1,140.415,130.99,134.465,131.94,-34.889126,132.165,125.49,2675,-8.06393
0,1,3,1,0,1,127.04,140.99,128.24,108.99,-34.890251,126.04,110.19,1478,-8.069902
0,1,3,1,1,1,136.156666666667,130.99,112.356666666667,88.89,-34.891933,127.99,109.456666666667,1186,-8.070982
1,3,5,3,0,1,145.556666666667,142.39,137.89,140.123333333333,-34.886578,138.89,123.923333333333,2766,-8.063355
0,0,2,0,1,1,123.723333333333,105.59,85.7233333333333,109.19,-34.8946,108.39,89.89,973,-8.072412
1,1,2,1,1,1,99.79,115.823333333333,113.556666666667,123.09,-34.897957,120.59,98.09,1521,-8.069772
0,2,4,2,0,0,130.156666666667,133.29,128.923333333333,118.89,-34.89053,132.89,142.223333333333,2443,-8.065791
2,1,1,1,3,2,137.865,109.59,137.115,135.365,-34.899506,126.24,118.64,116,-8.076987
1,0,2,0,1,1,117.49,99.1566666666667,95.79,119.323333333333,-34.89658,110.823333333333,102.656666666667,1010,-8.072271
0,2,3,2,0,0,111.19,123.423333333333,122.39,121.756666666667,-34.893612,127.423333333333,127.623333333333,2372,-8.065868
1,1,1,1,2,1,126.456666666667,126.556666666667,127.39,134.023333333333,-34.900921,123.523333333333,125.556666666667,1368,-8.070273
2,3,3,3,3,2,129.065,125.265,130.19,135.165,-34.905338,127.565,135.365,2929,-8.060599
0,2,4,2,0,0,117.856666666667,141.756666666667,129.89,127.923333333333,-34.890648,137.156666666667,138.623333333333,2428,-8.065797
1,0,3,0,1,2,137.923333333333,128.356666666667,99.09,120.856666666667,-34.892033,131.023333333333,119.523333333333,456,-8.075184
1,0,2,0,1,1,123.723333333333,112.923333333333,106.39,122.29,-34.89716,118.856666666667,101.923333333333,1049,-8.072007
1,2,3,2,1,0,109.79,99.49,109.94,127.14,-34.89706,121.14,123.84,2615,-8.064404
1,0,2,0,2,2,134.09,103.623333333333,114.623333333333,128.223333333333,-34.895344,126.923333333333,111.656666666667,261,-8.076213
0,2,3,2,0,0,114.39,124.756666666667,119.49,130.356666666667,-34.893227,128.29,132.256666666667,2579,-8.06484
0,1,2,1,1,0,119.756666666667,119.223333333333,105.723333333333,114.89,-34.896126,124.856666666667,103.99,1859,-8.068864
2,1,1,1,2,2,144.056666666667,117.256666666667,133.523333333333,133.923333333333,-34.899845,120.723333333333,118.09,300,-8.075994
0,1,3,1,1,1,101.19,122.79,108.34,113.09,-34.893806,123.49,111.94,1386,-8.070152
1,2,4,2,0,1,139.556666666667,128.69,128.69,125.79,-34.885914,135.323333333333,133.556666666667,2538,-8.065141
0,1,3,1,1,1,112.923333333333,127.49,104.456666666667,104.956666666667,-34.89397,123.056666666667,100.856666666667,1416,-8.07006
2,0,1,0,3,2,142.156666666667,79.29,122.123333333333,129.223333333333,-34.899029,116.223333333333,123.823333333333,29,-8.077478
1,2,5,2,0,1,139.523333333333,131.99,120.99,128.623333333333,-34.885216,135.923333333333,125.79,2569,-8.064918
1,0,2,0,2,2,134.54,107.44,121.29,131.84,-34.895988,133.14,126.49,213,-8.076407
1,1,1,1,2,2,141.456666666667,107.29,121.49,136.756666666667,-34.900356,95.4566666666667,114.423333333333,579,-8.074284
0,1,3,1,1,1,141.056666666667,127.423333333333,108.156666666667,97.5566666666667,-34.890697,125.59,104.156666666667,1030,-8.072129
1,0,1,0,2,2,132.59,104.79,113.323333333333,132.19,-34.899136,92.39,118.19,639,-8.073972
0,0,3,0,1,1,137.765,122.24,106.39,97.79,-34.892143,123.79,105.89,1094,-8.071667
0,1,3,1,0,1,122.656666666667,132.723333333333,120.59,105.456666666667,-34.890438,133.956666666667,124.823333333333,2098,-8.068027
0,1,3,1,0,0,114.59,131.04,111.79,126.24,-34.893211,120.04,116.09,2141,-8.067605
0,1,4,1,0,1,128.623333333333,132.99,122.456666666667,108.523333333333,-34.888805,128.556666666667,118.523333333333,1860,-8.068862
0,2,3,2,1,0,123.09,118.19,127.19,134.49,-34.894085,130.49,137.29,2703,-8.063786
1,2,4,2,0,1,140.356666666667,132.356666666667,129.223333333333,130.19,-34.889046,129.223333333333,124.89,2702,-8.063787
1,0,2,0,2,2,136.023333333333,116.623333333333,107.39,122.29,-34.893547,126.656666666667,114.923333333333,371,-8.0756
1,2,3,2,1,0,108.79,101.423333333333,97.0233333333333,122.356666666667,-34.897022,120.39,122.29,2537,-8.065147
2,0,1,0,2,2,137.89,83.4233333333333,128.123333333333,131.423333333333,-34.898602,127.19,118.49,70,-8.077295
0,1,2,1,1,0,112.756666666667,116.79,102.056666666667,125.456666666667,-34.897015,121.756666666667,111.59,1980,-8.068574
2,3,3,3,2,1,128.29,109.29,136.423333333333,127.623333333333,-34.902473,133.99,135.923333333333,2889,-8.061551
1,1,1,1,2,1,130.19,123.39,120.44,131.69,-34.900829,121.24,120.09,1170,-8.071101
1,0,2,0,2,2,135.89,103.59,108.123333333333,125.656666666667,-34.895283,126.756666666667,118.79,264,-8.076194
0,1,2,1,1,0,101.19,114.056666666667,108.723333333333,128.656666666667,-34.897282,116.59,110.756666666667,1969,-8.068591
1,0,3,0,1,2,149.256666666667,129.856666666667,99.9566666666667,129.223333333333,-34.890301,129.29,113.023333333333,517,-8.074646
0,0,2,0,1,1,109.456666666667,110.49,94.3566666666667,119.423333333333,-34.895546,120.423333333333,115.456666666667,1136,-8.071307
1,0,3,0,1,2,137.523333333333,128.756666666667,103.79,121.99,-34.890198,121.323333333333,96.7566666666667,532,-8.074536
1,1,1,1,2,2,132.423333333333,117.556666666667,124.423333333333,140.49,-34.900597,128.756666666667,126.29,748,-8.073196
0,1,2,1,1,0,100.923333333333,106.256666666667,91.2566666666667,118.423333333333,-34.896603,104.256666666667,102.59,1955,-8.068616
1,2,3,2,1,0,113.356666666667,101.623333333333,119.923333333333,128.423333333333,-34.896984,127.456666666667,129.723333333333,2713,-8.06373
1,0,2,0,2,2,138.423333333333,106.456666666667,120.856666666667,132.09,-34.896179,130.823333333333,122.623333333333,340,-8.0758
0,2,4,2,0,1,138.656666666667,128.556666666667,107.323333333333,100.19,-34.890011,134.556666666667,128.356666666667,2197,-8.06707
0,0,2,0,1,1,115.24,111.49,100.49,118.29,-34.895218,109.34,111.24,1090,-8.071692
1,1,1,1,2,1,126.09,126.156666666667,119.823333333333,137.856666666667,-34.900837,125.556666666667,121.49,1182,-8.071021
1,2,4,2,0,1,131.456666666667,131.99,134.156666666667,128.156666666667,-34.888851,132.823333333333,121.456666666667,2758,-8.063472
2,2,2,2,2,1,136.14,130.19,125.54,130.19,-34.901382,134.19,144.29,2780,-8.063224
2,1,1,1,2,2,137.09,119.923333333333,133.79,139.656666666667,-34.90007,121.29,124.723333333333,445,-8.075278
0,1,2,1,1,1,97.29,112.29,106.34,123.24,-34.897293,119.09,93.79,1367,-8.070281
0,1,3,1,1,0,93.665,122.79,122.94,124.19,-34.894367,125.94,125.44,2203,-8.067047
2,3,3,3,3,2,132.74,124.74,129.99,128.14,-34.905228,125.89,134.04,2923,-8.0607
1,0,1,0,2,2,132.29,104.04,109.315,129.765,-34.898426,95.665,115.59,663,-8.073782
1,3,5,3,0,1,148.356666666667,133.556666666667,141.29,144.123333333333,-34.886806,141.523333333333,133.623333333333,2784,-8.063164
1,1,1,1,2,1,124.256666666667,121.556666666667,123.19,130.49,-34.900803,112.456666666667,120.923333333333,1138,-8.071302
1,2,3,2,1,0,92.69,101.19,113.79,122.94,-34.896976,121.94,126.19,2486,-8.065569
0,2,4,2,0,1,133.115,126.315,122.44,113.59,-34.889511,132.765,137.165,2493,-8.065523
0,1,2,1,1,0,97.34,103.49,91.74,121.64,-34.896751,111.39,115.49,2159,-8.067348
1,1,1,1,2,2,140.14,107.99,126.94,140.69,-34.900364,120.14,115.49,592,-8.074225
1,0,2,0,1,1,127.920769230769,120.828461538462,103.69,118.428461538462,-34.896286,117.543846153846,101.797692307692,924,-8.072536
2,0,1,0,3,2,134.04,91.19,128.165,135.115,-34.899288,120.465,122.415,6,-8.077546
0,1,3,1,1,0,102.223333333333,122.056666666667,123.756666666667,122.59,-34.894558,125.39,114.623333333333,2228,-8.06692
1,2,2,2,2,1,111.323333333333,108.19,104.89,115.656666666667,-34.900604,110.59,108.79,2129,-8.06778
1,2,2,2,2,1,126.623333333333,126.99,116.39,132.056666666667,-34.901314,123.223333333333,134.056666666667,2492,-8.065532
1,0,2,0,1,1,129.023333333333,118.756666666667,104.023333333333,118.723333333333,-34.896294,94.9233333333333,94.4566666666667,762,-8.073149
0,1,2,1,1,1,104.856666666667,129.49,119.59,116.123333333333,-34.894932,123.156666666667,109.856666666667,1608,-8.069555
1,0,2,0,2,2,134.123333333333,105.556666666667,105.623333333333,133.39,-34.894791,133.556666666667,115.69,279,-8.076114
1,0,3,0,1,2,141.49,123.823333333333,100.19,125.223333333333,-34.890198,126.856666666667,108.123333333333,528,-8.07456
0,1,2,1,1,1,103.156666666667,113.156666666667,110.756666666667,119.156666666667,-34.897312,119.323333333333,95.5233333333333,1372,-8.070261
2,1,1,1,2,2,142.39,109.523333333333,131.756666666667,139.056666666667,-34.899754,124.89,128.656666666667,237,-8.076331
2,1,1,1,3,2,142.09,111.223333333333,133.19,135.323333333333,-34.899448,122.023333333333,123.023333333333,94,-8.077133
0,2,4,2,0,0,124.456666666667,133.99,137.723333333333,116.556666666667,-34.890881,135.99,136.623333333333,2396,-8.065822
1,0,2,0,2,2,136.956666666667,118.556666666667,105.19,120.523333333333,-34.893696,122.89,112.023333333333,353,-8.075722
0,2,3,2,0,0,113.556666666667,119.023333333333,128.456666666667,115.323333333333,-34.894001,125.29,128.056666666667,2543,-8.065092
0,1,2,1,1,1,118.823333333333,114.923333333333,108.023333333333,130.956666666667,-34.896847,119.19,104.723333333333,1198,-8.070902
1,0,2,0,2,2,138.59,114.69,109.115,129.99,-34.894455,125.365,113.44,301,-8.075993
1,0,2,0,2,2,143.856666666667,108.956666666667,112.123333333333,125.69,-34.895676,130.823333333333,122.59,193,-8.076433
1,3,4,3,0,1,146.89,140.09,145.456666666667,143.556666666667,-34.887569,142.123333333333,135.39,2832,-8.062542
0,1,3,1,0,1,126.523333333333,130.823333333333,116.923333333333,80.1233333333333,-34.891277,132.923333333333,124.856666666667,1811,-8.069008
0,2,4,2,0,1,143.056666666667,126.59,109.19,99.7233333333333,-34.88995,138.89,130.356666666667,2219,-8.066977
1,0,2,0,1,1,131.356666666667,114.956666666667,102.79,130.756666666667,-34.897007,123.023333333333,109.923333333333,1033,-8.072116
1,1,1,1,2,1,133.456666666667,130.756666666667,130.523333333333,135.79,-34.900871,122.856666666667,122.79,1217,-8.070806
1,0,2,0,2,2,135.54,105.29,127.89,125.59,-34.896126,128.39,116.04,302,-8.075984
0,2,4,2,0,0,134.49,127.956666666667,123.856666666667,103.356666666667,-34.889847,135.523333333333,139.623333333333,2433,-8.065796
0,2,3,2,1,0,120.023333333333,105.79,133.59,122.056666666667,-34.894535,120.09,134.656666666667,2642,-8.064125
2,1,1,1,3,2,138.34,110.94,132.99,129.84,-34.899506,120.39,118.79,108,-8.077034
1,3,5,3,0,1,143.856666666667,140.156666666667,132.723333333333,141.423333333333,-34.886658,140.723333333333,131.723333333333,2771,-8.063303
1,2,4,2,0,1,135.39,125.74,131.265,125.265,-34.889008,124.515,122.99,2715,-8.063723
2,3,3,3,3,2,130.056666666667,116.29,130.856666666667,135.29,-34.905018,133.29,134.19,2913,-8.060903
1,0,2,0,2,2,135.69,122.49,107.265,120.165,-34.893055,127.99,113.69,389,-8.075505
2,1,1,1,2,2,141.49,108.64,128.34,140.19,-34.899952,120.24,123.29,351,-8.075727
1,2,4,2,0,1,136.256666666667,132.99,136.856666666667,124.023333333333,-34.889442,133.623333333333,130.623333333333,2606,-8.064518
2,1,1,1,3,2,137.923333333333,112.69,130.556666666667,129.923333333333,-34.899406,114.156666666667,125.056666666667,73,-8.077288
0,0,3,0,1,1,126.09,123.456666666667,99.59,113.39,-34.891972,122.89,103.956666666667,913,-8.072556
1,0,2,0,1,1,125.69,104.39,99.49,120.09,-34.896221,114.69,95.89,920,-8.072543
1,2,2,2,2,1,125.69,121.24,121.59,130.94,-34.901417,126.74,124.34,2587,-8.064753
1,0,2,0,2,2,140.89,93.24,114.84,121.19,-34.896812,134.89,114.29,153,-8.076695
0,2,3,2,0,0,112.623333333333,126.323333333333,122.956666666667,112.923333333333,-34.893543,127.756666666667,124.79,2345,-8.066092
